timestamp,device,session_id,seq,true_dist_m,angle_deg,distance_m,rx_power,fp_power,fp_rx_ratio,quality,std_noise,fp_ampl1,fp_ampl2,fp_ampl3,cir_power,rxpacc,nlos_suspect,anchor_id,error_m,ampl1_ratio,cir_norm,ampl_spread,notes
2026-02-19T22:50:46.859,T1,20260219_225121,168,1.0,0.0,2.917,-78.7,-93.5,-14.7,178.2,60,8807,10692,8392,13395,1566,True,1,1.917,0.9229721232446028,8.553639846743295,2300.0,
2026-02-19T22:50:47.829,T1,20260219_225121,170,1.0,0.0,3.049,-77.7,-92.9,-15.2,232.61,44,9395,10235,7909,12257,1444,True,1,2.049,1.0356040564373898,8.488227146814404,2326.0,
2026-02-19T22:50:48.358,T1,20260219_225121,171,1.0,0.0,3.433,-78.0,-92.4,-14.3,211.52,52,11337,10999,8101,13057,1509,True,1,2.433,1.1871204188481674,8.65275016567263,2898.0,
2026-02-19T22:50:48.838,T1,20260219_225121,172,1.0,0.0,3.255,-86.5,-96.3,-9.8,205.69,52,4675,10696,9233,12729,1994,True,1,2.255,0.4691655376586883,6.383650952858575,1463.0,
2026-02-19T22:50:49.858,T1,20260219_225121,174,1.0,0.0,3.447,-75.5,-90.8,-15.3,233.7,56,14578,13087,9609,16466,1551,True,1,2.447,1.2846316531547408,10.616376531270149,3478.0,
2026-02-19T22:50:50.818,T1,20260219_225121,176,1.0,0.0,3.077,-74.9,-90.0,-15.1,304.67,48,9768,14624,10808,12774,1340,True,1,2.077,0.7681660899653979,9.532835820895524,3816.0,
2026-02-19T22:50:51.370,T1,20260219_225121,177,1.0,0.0,3.532,-74.0,-89.3,-15.3,307.71,52,9766,16001,15577,16226,1464,True,1,2.532,0.618531889290012,11.083333333333334,424.0,
2026-02-19T22:50:55.857,T1,20260219_225121,186,1.0,0.0,2.964,-74.1,-88.5,-14.4,310.82,60,16150,18649,13450,17570,1526,True,1,1.964,1.0062618773170504,11.513761467889909,5199.0,
2026-02-19T22:50:56.878,T1,20260219_225121,188,1.0,0.0,2.73,-76.4,-95.0,-18.6,177.85,40,7934,7114,5788,12570,1398,True,1,1.73,1.2298868392497286,8.991416309012875,1326.0,
2026-02-19T22:50:57.357,T1,20260219_225121,189,1.0,0.0,2.894,-86.2,-94.2,-8.1,233.38,56,6373,13069,12324,13258,2013,True,1,1.894,0.5019493561217658,6.586189766517635,745.0,
2026-02-19T22:50:57.898,T1,20260219_225121,190,1.0,0.0,3.067,-75.7,-96.6,-21.0,168.42,36,4772,6063,4598,10541,1250,True,1,2.067,0.8952255885939405,8.4328,1465.0,
2026-02-19T22:50:58.437,T1,20260219_225121,191,1.0,0.0,2.659,-79.8,-104.8,-25.0,44.4,48,2417,2131,2127,9647,1378,True,1,1.6589999999999998,1.135274776890559,7.000725689404935,4.0,
2026-02-19T22:50:59.881,T1,20260219_225121,194,1.0,0.0,3.485,-77.8,-96.2,-18.4,100.41,56,9990,5623,4036,14965,1602,True,1,2.485,2.0685371156434416,9.341448189762795,1587.0,
2026-02-19T22:51:03.838,T1,20260219_225121,202,1.0,0.0,2.57,-76.4,-98.7,-22.3,84.9,48,5331,4075,3282,11212,1321,True,1,1.5699999999999998,1.4492320239227947,8.487509462528388,793.0,
2026-02-19T22:51:04.437,T1,20260219_225121,203,1.0,0.0,3.011,-79.9,-96.3,-16.4,170.07,44,8656,7483,4687,13781,1654,True,1,2.011,1.4225143796220214,8.331922611850061,2796.0,
2026-02-19T22:51:04.858,T1,20260219_225121,204,1.0,0.0,3.039,-80.0,-99.0,-19.0,99.34,56,3699,5563,5169,11812,1534,True,1,2.039,0.689340290719344,7.70013037809648,394.0,
2026-02-19T22:51:05.397,T1,20260219_225121,205,1.0,0.0,2.819,-81.3,-99.1,-17.9,112.66,44,5150,4957,3524,10030,1479,True,1,1.819,1.214479424596156,6.781609195402299,1433.0,
2026-02-19T22:51:05.937,T1,20260219_225121,206,1.0,0.0,2.931,-79.8,-97.6,-17.8,135.1,48,6293,6485,4675,12620,1577,True,1,1.931,1.1277777777777778,8.002536461636018,1810.0,
2026-02-19T22:51:06.297,T1,20260219_225121,207,1.0,0.0,2.842,-84.4,-101.5,-17.1,96.5,48,3366,4632,3797,10395,1677,True,1,1.842,0.7986712540040337,6.198568872987478,835.0,
2026-02-19T22:51:06.898,T1,20260219_225121,208,1.0,0.0,3.044,-81.3,-94.5,-13.2,199.55,56,5960,11175,9261,13459,1716,True,1,2.044,0.5832844000782932,7.843240093240094,1914.0,
2026-02-19T22:51:07.437,T1,20260219_225121,209,1.0,0.0,3.264,-78.8,-93.2,-14.5,206.94,52,6916,10761,9004,11837,1473,True,1,2.264,0.6998229193017961,8.035980991174474,1757.0,
2026-02-19T22:51:07.857,T1,20260219_225121,210,1.0,0.0,3.157,-79.4,-95.0,-15.5,202.27,40,8500,8091,4932,11123,1461,True,1,2.157,1.3053827843046917,7.61327857631759,3159.0,
2026-02-19T22:51:08.878,T1,20260219_225121,212,1.0,0.0,3.213,-76.4,-96.8,-20.4,105.42,52,6165,5482,3211,10148,1259,True,1,2.213,1.418382606695042,8.060365369340747,2271.0,
2026-02-19T22:51:09.297,T1,20260219_225121,213,1.0,0.0,2.899,-79.6,-97.7,-18.2,130.1,52,5653,6765,4964,13157,1598,True,1,1.899,0.9639355443771848,8.233416770963705,1801.0,
2026-02-19T22:51:10.318,T1,20260219_225121,215,1.0,0.0,2.885,-79.9,-97.1,-17.3,139.73,48,6116,6707,4950,11695,1521,True,1,1.885,1.0493265848846187,7.689020381328073,1757.0,
2026-02-19T22:51:11.337,T1,20260219_225121,217,1.0,0.0,3.513,-79.8,-95.2,-15.3,165.12,48,11495,7926,4936,15308,1739,True,1,2.513,1.7874358575649198,8.802760207015526,2990.0,
2026-02-19T22:51:11.880,T1,20260219_225121,218,1.0,0.0,3.386,-79.4,-94.8,-15.4,146.12,48,11932,7014,4496,13875,1631,True,1,2.386,2.0733275412684624,8.507050889025138,2518.0,
2026-02-19T22:51:12.897,T1,20260219_225121,220,1.0,0.0,3.401,-77.9,-93.3,-15.4,242.31,48,6481,11631,10980,15413,1634,True,1,2.401,0.5732608022643846,9.432680538555692,651.0,
2026-02-19T22:51:13.857,T1,20260219_225121,222,1.0,0.0,2.828,-81.2,-97.8,-16.6,140.04,48,6358,6722,4558,12493,1649,True,1,1.828,1.1273049645390072,7.5761067313523345,2164.0,
2026-02-19T22:51:15.357,T1,20260219_225121,225,1.0,0.0,2.941,-81.8,-95.0,-13.2,148.96,56,9910,8342,5881,11887,1639,True,1,1.941,1.3935175420094217,7.252593044539354,2461.0,
2026-02-19T22:51:15.897,T1,20260219_225121,226,1.0,0.0,2.974,-76.6,-93.4,-16.8,207.33,48,7895,9952,7508,12588,1411,True,1,1.974,0.904352806414662,8.921332388377037,2444.0,
2026-02-19T22:51:18.417,T1,20260219_225121,231,1.0,0.0,3.264,-84.6,-94.4,-9.7,191.27,52,10854,9946,7600,11410,1772,True,1,2.264,1.2372050609825602,6.439051918735892,2346.0,
2026-02-19T22:51:20.337,T1,20260219_225121,235,1.0,0.0,2.908,-78.9,-94.9,-16.0,138.45,44,10911,6092,4120,12241,1507,True,1,1.908,2.1368977673325498,8.122760451227604,1972.0,
2026-02-19T22:51:20.817,T1,20260219_225121,236,1.0,0.0,3.269,-77.2,-92.0,-14.8,210.29,56,50,11776,10483,10006,1285,True,1,2.269,0.0044925648052473,7.786770428015564,1293.0,
2026-02-19T22:51:21.357,T1,20260219_225121,237,1.0,0.0,2.866,-80.0,-97.8,-17.8,82.81,48,7094,3975,2788,9373,1369,True,1,1.866,2.0978855537483367,6.846603360116873,1187.0,
2026-02-19T22:51:22.437,T1,20260219_225121,239,1.0,0.0,3.133,-77.1,-91.5,-14.3,288.55,44,115,12696,15913,14819,1559,True,1,2.133,0.0080394281519801,9.505452212957024,3217.0,
2026-02-19T22:51:24.357,T1,20260219_225121,243,1.0,0.0,2.899,-66.7,-80.0,-13.3,473.64,36,18706,17051,12268,15122,1098,True,1,1.899,1.2760326068419796,13.77231329690346,4783.0,
2026-02-19T22:51:24.897,T1,20260219_225121,244,1.0,0.0,3.433,-65.3,-80.8,-15.6,381.64,44,6145,16792,16467,13214,977,True,1,2.433,0.3695240386060915,13.525076765609008,325.0,
2026-02-19T22:51:25.377,T1,20260219_225121,245,1.0,0.0,3.518,-70.0,-86.2,-16.2,353.0,52,13089,18356,14697,16899,1301,True,1,2.518,0.7920007261065561,12.98923904688701,3659.0,
2026-02-19T22:51:26.878,T1,20260219_225121,248,1.0,0.0,2.556,-79.1,-98.5,-19.4,141.17,48,4919,6776,5716,16279,1751,True,1,1.556,0.7875440281780339,9.296973158195318,1060.0,
2026-02-19T22:51:27.417,T1,20260219_225121,249,1.0,0.0,3.18,-81.1,-97.9,-16.8,75.83,48,7646,3640,8873,18108,1977,True,1,2.18,1.222089027411492,9.159332321699544,5233.0,
2026-02-19T22:51:28.377,T1,20260219_225121,251,1.0,0.0,3.143,-78.8,-96.8,-18.0,87.85,52,8621,4568,7530,16536,1741,True,1,2.143,1.4251942469829724,9.497989661114302,2962.0,
2026-02-19T22:51:28.917,T1,20260219_225121,252,1.0,0.0,2.96,-76.6,-95.8,-19.3,68.22,64,9082,4366,9148,18875,1724,True,1,1.96,1.3440876128459376,10.948375870069606,4782.0,
2026-02-19T22:51:29.457,T1,20260219_225121,253,1.0,0.0,3.082,-82.6,-97.1,-14.5,173.57,60,3678,10414,7940,16565,1988,True,1,2.082,0.4007845701209546,8.332494969818914,2474.0,
2026-02-19T22:51:29.887,T1,20260219_225121,254,1.0,0.0,3.1,-81.6,-97.4,-15.8,168.1,48,3787,8069,9403,17318,1965,True,1,2.1,0.4334935897435897,8.81323155216285,1334.0,
2026-02-19T22:51:32.877,T1,20260219_225121,260,1.0,0.0,2.81,-77.0,-92.0,-15.0,213.98,56,6849,11983,10332,12209,1410,True,1,1.81,0.6138471879901412,8.65886524822695,1651.0,
2026-02-19T22:51:34.377,T1,20260219_225121,263,1.0,0.0,2.861,-80.6,-98.2,-17.6,117.11,36,2840,4216,4952,6754,1185,True,1,1.861,0.6195462478184991,5.6995780590717295,736.0,
2026-02-19T22:51:34.917,T1,20260219_225121,264,1.0,0.0,3.039,-78.0,-97.9,-19.9,122.96,52,5785,6394,4332,13894,1553,True,1,2.039,1.0786873018832743,8.946555054732775,2062.0,
2026-02-19T22:51:35.397,T1,20260219_225121,265,1.0,0.0,2.8,-76.9,-93.5,-16.6,125.23,48,11891,6011,6532,12822,1439,True,1,1.7999999999999998,1.8960376305509048,8.910354412786658,521.0,
2026-02-19T22:51:36.898,T1,20260219_225121,268,1.0,0.0,2.838,-77.2,-93.6,-16.4,134.38,56,12150,7525,8414,16142,1631,True,1,1.838,1.5245623941276114,9.896995708154506,889.0,
2026-02-19T22:51:40.436,T1,20260219_225121,275,1.0,0.0,2.659,-77.1,-93.2,-16.1,188.18,40,10466,7527,8499,12759,1442,True,1,1.6589999999999998,1.3061275427430423,8.848127600554784,972.0,
2026-02-19T22:51:40.916,T1,20260219_225121,276,1.0,0.0,3.086,-77.0,-94.3,-17.3,187.82,40,8757,7513,7392,13109,1458,True,1,2.086,1.175041932237504,8.991083676268861,121.0,
2026-02-19T22:51:41.397,T1,20260219_225121,277,1.0,0.0,3.11,-74.8,-91.2,-16.4,240.5,60,13148,14430,9506,18548,1607,True,1,2.11,1.098596256684492,11.542003733665217,4924.0,
2026-02-19T22:51:42.901,T1,20260219_225121,280,1.0,0.0,2.678,-79.1,-96.6,-17.5,125.43,44,3494,5519,7914,10719,1420,True,1,1.678,0.5202114196382044,7.548591549295774,2395.0,
2026-02-19T22:51:45.897,T1,20260219_225121,286,1.0,0.0,2.866,-70.5,-88.5,-18.0,424.12,40,13954,16965,12208,18080,1367,True,1,1.866,0.9566379871799268,13.226042428675932,4757.0,
2026-02-19T22:51:47.456,T1,20260219_225121,289,1.0,0.0,3.058,-69.7,-85.0,-15.4,362.77,48,12722,17413,12713,13816,1163,True,1,2.058,0.8445860718316405,11.879621668099745,4700.0,
2026-02-19T22:51:47.936,T1,20260219_225121,290,1.0,0.0,2.969,-71.6,-88.1,-16.5,445.6,40,14548,17824,12174,16509,1358,True,1,1.969,0.9699313287552505,12.156848306332842,5650.0,
2026-02-19T22:51:48.416,T1,20260219_225121,291,1.0,0.0,2.927,-69.4,-84.7,-15.4,345.73,48,15499,16595,11259,14177,1165,True,1,1.927,1.112874272994902,12.169098712446353,5336.0,
2026-02-19T22:51:48.896,T1,20260219_225121,292,1.0,0.0,3.368,-74.0,-91.4,-17.4,262.18,44,10984,11536,7441,13556,1337,True,1,2.368,1.1576118459187437,10.139117427075542,4095.0,
2026-02-19T22:51:55.436,T1,20260219_225121,305,1.0,0.0,2.753,-74.8,-91.4,-16.6,291.11,44,5977,12809,10460,12745,1334,True,1,1.753,0.5137307146847737,9.553973013493254,2349.0,
2026-02-19T22:51:55.916,T1,20260219_225121,306,1.0,0.0,3.175,-72.4,-87.8,-15.4,366.77,48,10774,17605,13161,13267,1252,True,1,2.175,0.7003835402717286,10.59664536741214,4444.0,
2026-02-19T22:51:57.476,T1,20260219_225121,309,1.0,0.0,2.894,-71.2,-86.0,-14.8,363.33,48,16882,17440,12553,15825,1312,True,1,1.894,1.125729336845264,12.06173780487805,4887.0,
2026-02-19T22:51:59.456,T1,20260219_225121,313,1.0,0.0,2.838,-72.7,-88.2,-15.5,411.55,40,8585,16462,14002,12440,1226,True,1,1.838,0.5636160714285714,10.146818923327896,2460.0,
2026-02-19T22:51:59.936,T1,20260219_225121,314,1.0,0.0,2.955,-71.2,-89.3,-18.0,358.8,40,9578,14352,13296,15382,1295,True,1,1.955,0.6928530092592593,11.87799227799228,1056.0,
2026-02-19T22:52:01.436,T1,20260219_225121,317,1.0,0.0,2.955,-69.9,-88.6,-18.7,335.7,40,9292,13428,12672,13000,1138,True,1,1.955,0.7120306513409962,11.423550087873462,756.0,
2026-02-19T22:52:01.977,T1,20260219_225121,318,1.0,0.0,3.569,-80.6,-91.6,-11.0,187.25,12,1532,2247,2022,333,263,True,1,2.569,0.7177324900445069,1.2661596958174903,225.0,
2026-02-19T22:52:02.517,T1,20260219_225121,319,1.0,0.0,3.1,-71.9,-90.9,-19.0,289.28,36,8286,10414,9305,11956,1168,True,1,2.1,0.8404077285866424,10.236301369863014,1109.0,
2026-02-19T22:52:02.936,T1,20260219_225121,320,1.0,0.0,2.978,-72.3,-89.2,-16.9,292.58,52,14999,15214,9652,16476,1392,True,1,1.978,1.206386230193839,11.836206896551724,5562.0,
2026-02-19T22:52:03.476,T1,20260219_225121,321,1.0,0.0,3.218,-71.3,-87.7,-16.4,413.3,40,70,16532,15701,12336,1161,True,1,2.218,0.0043433748022213,10.62532299741602,831.0,
2026-02-19T22:52:03.956,T1,20260219_225121,322,1.0,0.0,3.236,-69.7,-82.6,-12.9,408.84,44,17257,17989,11851,14151,1180,True,1,2.236,1.1566353887399463,11.992372881355932,6138.0,
2026-02-19T22:52:04.436,T1,20260219_225121,323,1.0,0.0,3.03,-70.8,-88.3,-17.5,326.38,40,16575,13055,10080,14683,1247,True,1,2.03,1.4328938837259564,11.774659182036888,2975.0,
2026-02-19T22:52:04.975,T1,20260219_225121,324,1.0,0.0,3.325,-70.8,-87.9,-17.2,284.4,48,16803,13651,10287,14345,1230,True,1,2.325,1.4038766814270198,11.66260162601626,3364.0,
2026-02-19T22:52:05.456,T1,20260219_225121,325,1.0,0.0,3.565,-70.9,-87.2,-16.3,329.71,52,16713,17145,11596,16703,1332,True,1,2.565,1.1630075501896249,12.53978978978979,5549.0,
2026-02-19T22:52:05.936,T1,20260219_225121,326,1.0,0.0,3.297,-70.8,-85.4,-14.6,409.55,40,13877,16382,13023,13186,1183,True,1,2.297,0.9438530862098282,11.146238377007608,3359.0,
2026-02-19T22:52:06.416,T1,20260219_225121,327,1.0,0.0,3.161,-67.8,-84.3,-16.4,406.05,44,18316,17866,12394,19194,1287,True,1,2.161,1.2105750165234632,14.913752913752914,5472.0,
2026-02-19T22:52:06.956,T1,20260219_225121,328,1.0,0.0,3.26,-71.0,-85.2,-14.3,388.77,44,16343,17106,15013,16065,1311,True,1,2.26,1.0176531025249853,12.25400457665904,2093.0,
2026-02-19T22:52:08.037,T1,20260219_225121,330,1.0,0.0,3.119,-71.4,-84.9,-13.5,403.25,48,17643,19356,16750,18727,1439,True,1,2.119,0.9772890932255028,13.013898540653232,2606.0,
2026-02-19T22:52:08.456,T1,20260219_225121,331,1.0,0.0,3.189,-71.0,-86.9,-15.9,291.8,60,17412,17508,11223,16792,1342,True,1,2.189,1.2120705857784275,12.512667660208644,6285.0,
2026-02-19T22:52:08.936,T1,20260219_225121,332,1.0,0.0,3.297,-72.3,-88.4,-16.2,325.23,48,16744,15611,10742,15996,1368,True,1,2.297,1.2707471635107956,11.692982456140353,4869.0,
2026-02-19T22:52:13.495,T1,20260219_225121,341,1.0,0.0,2.631,-78.0,-95.2,-17.3,114.95,56,10575,6437,5071,14479,1585,True,1,1.6309999999999998,1.837851929092805,9.135015772870664,1366.0,
2026-02-19T22:52:15.896,T1,20260219_225121,346,1.0,0.0,2.613,-87.7,-95.3,-7.6,194.91,56,6340,10915,11102,11833,2007,True,1,1.613,0.5759186083480946,5.8958644743398105,187.0,
2026-02-19T22:52:16.915,T1,20260219_225121,348,1.0,0.0,2.575,-82.5,-97.4,-14.9,135.8,60,6352,8148,5495,13379,1783,True,1,1.5750000000000002,0.9311734955654914,7.503645541222658,2653.0,
2026-02-19T22:52:17.995,T1,20260219_225121,350,1.0,0.0,2.537,-81.7,-95.0,-13.3,177.87,52,9090,9249,9248,15046,1839,True,1,1.537,0.982862085743634,8.181620445894508,1.0,
2026-02-19T22:52:18.475,T1,20260219_225121,351,1.0,0.0,2.781,-88.0,-97.0,-8.9,107.84,56,8065,6039,9654,11597,2014,True,1,1.781,1.027846810679921,5.758192651439921,3615.0,
2026-02-19T22:52:19.495,T1,20260219_225121,353,1.0,0.0,2.725,-88.5,-101.8,-13.3,66.5,20,540,1330,830,453,419,True,1,1.725,0.5,1.081145584725537,500.0,
2026-02-19T22:52:19.976,T1,20260219_225121,354,1.0,0.0,2.453,-84.7,-99.3,-14.6,90.38,52,4716,4700,8186,14354,1992,True,1,1.4529999999999998,0.7319571628123545,7.205823293172691,3486.0,
2026-02-19T22:52:20.395,T1,20260219_225121,355,1.0,0.0,2.983,-81.9,-97.7,-15.8,119.21,48,6133,5722,8339,15063,1850,True,1,1.983,0.8723419386956831,8.142162162162162,2617.0,
2026-02-19T22:52:20.995,T1,20260219_225121,356,1.0,0.0,2.613,-84.7,-97.4,-12.7,113.64,56,7918,6364,8382,14513,2002,True,1,1.613,1.0739183507391834,7.249250749250749,2018.0,
2026-02-19T22:52:22.015,T1,20260219_225121,358,1.0,0.0,2.594,-83.6,-98.7,-15.1,60.44,72,4603,4352,7439,11491,1715,True,1,1.594,0.7807649902467984,6.700291545189504,3087.0,
2026-02-19T22:52:22.976,T1,20260219_225121,360,1.0,0.0,2.702,-85.1,-98.0,-13.0,172.12,52,4659,8950,6906,14117,2001,True,1,1.702,0.5876639757820383,7.054972513743128,2044.0,
2026-02-19T22:52:25.015,T1,20260219_225121,364,1.0,0.0,2.96,-80.9,-97.6,-16.7,156.9,52,2925,8159,8393,16676,1885,True,1,1.96,0.3534316094731754,8.846684350132627,234.0,
2026-02-19T22:52:25.495,T1,20260219_225121,365,1.0,0.0,2.537,-82.5,-98.9,-16.4,98.1,60,3706,5886,8088,15570,1922,True,1,1.537,0.5304136253041363,8.100936524453694,2202.0,
2026-02-19T22:52:26.995,T1,20260219_225121,368,1.0,0.0,2.584,-83.4,-93.6,-10.2,139.23,64,16464,8911,8309,15945,2007,True,1,1.584,1.9121951219512192,7.944693572496263,602.0,
2026-02-19T22:52:27.476,T1,20260219_225121,369,1.0,0.0,2.922,-80.3,-94.2,-13.9,175.5,48,13396,8424,6785,16003,1808,True,1,1.922,1.7615885331053982,8.851216814159292,1639.0,
2026-02-19T22:52:28.014,T1,20260219_225121,370,1.0,0.0,2.584,-82.4,-95.7,-13.3,132.9,60,12450,7974,6574,17414,2029,True,1,1.584,1.7115754742919989,8.582552981764415,1400.0,
2026-02-19T22:52:28.914,T1,20260219_225121,372,1.0,0.0,2.753,-79.1,-92.8,-13.7,252.11,44,9736,11093,9091,12765,1549,True,1,1.753,0.9647245342845818,8.240800516462233,2002.0,
2026-02-19T22:52:29.516,T1,20260219_225121,373,1.0,0.0,2.955,-76.2,-91.4,-15.2,235.0,40,13720,9400,8182,13075,1417,True,1,1.955,1.560687066317825,9.227240649259,1218.0,
2026-02-19T22:52:29.995,T1,20260219_225121,374,1.0,0.0,2.88,-77.5,-91.7,-14.2,235.06,48,14960,11283,8396,15451,1609,True,1,1.88,1.5204024594745669,9.602858918582973,2887.0,
2026-02-19T22:52:31.018,T1,20260219_225121,376,1.0,0.0,2.819,-77.3,-95.2,-17.9,167.9,48,8101,8059,4961,13033,1470,True,1,1.819,1.2443932411674348,8.865986394557822,3098.0,
2026-02-19T22:52:31.497,T1,20260219_225121,377,1.0,0.0,3.143,-76.9,-93.1,-16.1,174.75,44,10009,7689,6959,10965,1332,True,1,2.143,1.3666029492080831,8.231981981981981,730.0,
2026-02-19T22:52:32.934,T1,20260219_225121,380,1.0,0.0,2.8,-78.2,-93.8,-15.6,175.1,52,9018,9105,7435,12596,1491,True,1,1.7999999999999998,1.090447400241838,8.448021462105968,1670.0,
2026-02-19T22:52:35.515,T1,20260219_225121,385,1.0,0.0,2.875,-60.1,-77.6,-17.5,590.96,28,15225,16547,11524,16343,908,True,1,1.875,1.084749385486801,17.998898678414097,5023.0,
2026-02-19T22:52:35.994,T1,20260219_225121,386,1.0,0.0,2.988,-60.5,-77.3,-16.8,381.8,44,16473,16799,11246,16511,926,True,1,1.988,1.174754858263505,17.830453563714904,5553.0,
2026-02-19T22:52:36.954,T1,20260219_225121,388,1.0,0.0,2.922,-61.0,-72.8,-11.8,392.2,44,17171,17257,14819,14038,869,True,1,1.922,1.070644718792867,16.1542002301496,2438.0,
2026-02-19T22:52:38.034,T1,20260219_225121,390,1.0,0.0,3.03,-63.5,-82.3,-18.7,454.25,36,12502,16353,10175,14662,969,True,1,2.03,0.9425512665862484,15.131062951496387,6178.0,
2026-02-19T22:52:38.514,T1,20260219_225121,391,1.0,0.0,3.415,-67.5,-87.8,-20.2,367.4,40,1859,14696,14339,13112,1052,True,1,2.415,0.1280523506113311,12.463878326996198,357.0,
2026-02-19T22:52:41.035,T1,20260219_225121,396,1.0,0.0,3.297,-68.7,-89.5,-20.8,308.52,44,15863,13575,8132,20667,1375,True,1,2.297,1.4615561800340904,15.030545454545454,5443.0,
2026-02-19T22:52:41.516,T1,20260219_225121,397,1.0,0.0,2.978,-67.2,-88.4,-21.3,336.04,48,6520,16130,12248,16020,1148,True,1,1.978,0.4595108887166114,13.954703832752614,3882.0,
2026-02-19T22:52:43.014,T1,20260219_225121,400,1.0,0.0,2.847,-70.0,-90.7,-20.7,390.86,36,4545,14071,9277,15034,1228,True,1,1.847,0.389326708925818,12.242671009771987,4794.0,
2026-02-19T22:52:43.554,T1,20260219_225121,401,1.0,0.0,3.002,-70.4,-89.6,-19.2,185.45,44,9345,8160,12751,11836,1105,True,1,2.002,0.8937879584907465,10.71131221719457,4591.0,
2026-02-19T22:52:44.515,T1,20260219_225121,403,1.0,0.0,2.95,-71.0,-91.0,-20.1,291.35,48,5956,13985,8884,15362,1282,True,1,1.95,0.5208797936070664,11.982839313572542,5101.0,
2026-02-19T22:52:44.995,T1,20260219_225121,404,1.0,0.0,2.988,-71.0,-91.1,-20.1,318.86,44,5889,14030,8820,15596,1292,True,1,1.988,0.5154485776805252,12.071207430340555,5210.0,
2026-02-19T22:52:51.054,T1,20260219_225121,416,1.0,0.0,2.852,-73.9,-99.2,-25.3,95.03,40,3235,3801,4046,10920,1196,True,1,1.852,0.8245189244297184,9.130434782608695,245.0,
2026-02-19T22:52:51.535,T1,20260219_225121,417,1.0,0.0,2.659,-75.8,-99.4,-23.7,129.98,44,2055,5719,3231,11711,1322,True,1,1.6589999999999998,0.4592178770949721,8.85854765506808,2488.0,
2026-02-19T22:52:54.056,T1,20260219_225121,422,1.0,0.0,2.683,-63.5,-89.1,-25.6,352.11,36,6302,12676,10841,17071,1046,True,1,1.6829999999999998,0.5359527150571927,16.320267686424476,1835.0,
